algorithm,layer,utility,mean_violation,cvar,power_violation
risk_neutral_pgd,6,54.95833206176758,128803.3125,1485437.75,0.0
risk_neutral_pgd,7,53.77585983276367,137263.484375,1547411.0,0.0
risk_neutral_pgd,8,56.26163101196289,173243.453125,1996840.5,0.0
risk_neutral_pgd,9,57.789920806884766,164182.21875,1902258.625,0.0
risk_neutral_pgd,10,57.35885238647461,173618.75,2030427.75,0.0
wideband_pgd,1,-776305.875,7253.87939453125,83440.015625,1.9868215517249155e-08
wideband_pgd,2,-69450608.0,631804.1875,7496696.5,0.0
wideband_pgd,3,-41930584.0,382472.90625,4524189.5,0.0
wideband_pgd,4,-48165324.0,439156.0,5197251.0,0.0
wideband_pgd,5,-46566672.0,424656.28125,5024606.0,0.0
wideband_pgd,6,-46964036.0,428273.40625,5067494.5,0.0
wideband_pgd,7,-46864664.0,427375.46875,5056756.5,0.0
wideband_pgd,8,-46889568.0,427604.53125,5059440.5,0.0
wideband_pgd,9,-46883392.0,427549.875,5058770.5,0.0
wideband_pgd,10,-46884960.0,427565.21875,5058938.0,0.0
scenario_adaptive_unfolded,1,-115554.1015625,7253.87939453125,83440.015625,1.9868215517249155e-08
scenario_adaptive_unfolded,2,-139462.96875,915.3297729492188,9205.58203125,0.0
scenario_adaptive_unfolded,3,-2589.940673828125,915.3204956054688,9205.470703125,0.0
scenario_adaptive_unfolded,4,-74581.53125,832.1897583007812,8257.8203125,0.0
scenario_adaptive_unfolded,5,-7676103.5,64671.62890625,775633.625,0.0
scenario_adaptive_unfolded,6,-729849.6875,54442.25390625,653082.125,0.0
scenario_adaptive_unfolded,7,-397229.8125,4565.5517578125,54723.3359375,0.0
scenario_adaptive_unfolded,8,-58724.5,646.720947265625,7743.91064453125,0.0
risk_neutral_pgd,1,25.26580047607422,6068.15380859375,38928.18359375,4.8251379780595016e-08
risk_neutral_pgd,2,50.54411315917969,6556.08740234375,54136.6875,0.0
risk_neutral_pgd,3,46.68729782104492,4928.40283203125,36897.5390625,0.0
risk_neutral_pgd,4,50.911529541015625,5073.146484375,39745.9140625,0.0
risk_neutral_pgd,5,49.55598831176758,4770.76904296875,32292.169921875,0.0
risk_neutral_pgd,6,52.55147933959961,5747.73828125,43035.203125,0.0
risk_neutral_pgd,7,49.37925338745117,6017.43310546875,42440.15234375,0.0
risk_neutral_pgd,8,52.32843017578125,6421.76806640625,54213.9375,0.0
risk_neutral_pgd,9,51.1396598815918,5001.69873046875,39171.58203125,0.0
risk_neutral_pgd,10,51.842899322509766,5277.833984375,42873.515625,0.0
wideband_pgd,1,-424480.03125,5652.91357421875,42463.6796875,1.7029899268550253e-08
